tweets	sentiment	topics
Umm ... what cry for help from Australia? and if by some remote chance #AustraliaHasFallen what could this woman do about it. Really people who tweet stuff like that video need to admit they are gullible idiots, or get vaxxed and get back to work doing something useful. https://t.co/74SRFyd6xW	-1	7
"it will also be the first time for them since their debut to spend the holiday season with their families" the way i teared up they've been with us even during the pandemic lockdown i hope they rest peacefully can't wait for our "new chapter" :')	1	7
News Today: Meeting on booster dose, Vladimir Putin in India, Bad Bank for farm loans, Nagaland Violence, Navjot Siddhu in Delhi, Omicron numbers 22 in India, Jacqueline Fernandez lookout notice  https://t.co/xvbKLXWQlM https://t.co/5kfSPnVBOc	0	6
Anybody else playing against TJ Watt in #FFIDP this week? He goes from Covid to IDP #1 overall. FML.	0	7
I don't get this new antivax claim that """natural immunity""" is better than vaccines. I'm literally getting vaxed so I don't get covid??? Do you not see the problem with the idea of preventing covid by getting covid…??? what part of this are you missing exactly	1	1
covid?	0	6
Its a shame that the boys have to spend a portion of their break in quarantine,, but it is def necessary.	0	3
@0Queenofmean2 @dianna27224793 @maternity_week Dafuq you talking about covid for? Please,I know it's hard ,but please try and remain on topic....	0	7
@JustScritching @Lija27 @nathanmhansen @paulgazelka @MDHCommMalcolm Yes mam even consulted her when we got Covid in may. We stayed isolated had minor cold like symptoms. Thanks for medical advice though. Abuse happens in many forms…abusers are usually in denial. As a foster parent it’s really unbelievable how people justify child abuse.	0	7
Great piece, great timeline.  Essential.  The @GOP and @FoxNews will blame this on @POTUS, as that's their plan.  https://t.co/6Kkqd0V0RV	0	4
@brithume @BretStephen_NYT The blame should be on the CCP.  And Dems need to stop using Covid for political gain.	0	4
@denise_dewald Of course they do! It is all based on the business model &amp; production vs expense. #1 smoker increases the cost of employer sponsored insurance #2 vax mandate reduces cross infection thus leading to less people with infection. Money is made on sick patients	-1	4
bts really was one of the very few artists who did whatever they could to stay connected w their fans during quarantine, they deserve this break more than anyone &amp; i hope it’s full of happiness &amp; love &amp; lots of rest &lt;3 @BTS_twt we’ll be here 🤍	1	7
How long? One year, two more years? If this virus is around forever, as many experts are saying, do we insist that all receive vaccine boosters every six months or so forever, along with wearing masks &amp; social distancing? https://t.co/1P3lg9pgCD	0	1
As omicron is reported now in at least 15 states, officials push again for vaccines, boosters, masks: COVID-19 updates https://t.co/mrVbeYj0sW via @usatoday	0	2
THANK YOU.  TO ALL THE BRAVE AND DEDICATED DOCTORS, NURSES, CARERS AND HOSPITAL STAFF ETC, ALL AROUND THE WORLD, FIGHTING coronavirus disease 2019 (COVID-19). WE THANK YOU. WE ARE SO GRATEFUL. WE WILL ALWAYS REMEMBER YOU.   #coronavirus disease 2019 (COVID-19) #COVID19 https://t.co/fELLCTlC0U	1	7
$ALGO go down the covid rabbit hole. You’ll eventually get there 😃  #RecvProfit	0	4
@Bananahamarama @angrysoba @PhilippMarkolin @C_Kavanagh You literally sitting here yelling at everyone that "they don't get it" -- while proving over and over that you are the one that "doesn't get it."  The main criticism is that Bret is being a Covid crank, not that he doesn't believe in "all vaccines."	-1	7
@DavideDionisi2 @WolfJess7 The first vaccine was black grease from a horse hoof. Then they tried cow puss. Even donkey blisters. In the end, people wanted cow herpes.   That’s literally vaccine history. Not joking.	-1	1
@msliper @TheRightMelissa Every reliable source shoes that there is no vaccine for this biowarfare just a death shot that is spreading new variants and killing people	-1	1
Though we faced many hardships during this pandemic, we still never forget our roots. Even though life is now hard, we still try to smile and continue the practices that we inherited from our ancestors.  (8/8)	1	7
@SamSmash74 @benbbaldwin Is this a real statistic or an assumption? You are less likely to transmit or get Covid but there’s no certainty he wouldn’t get infected even if he was vaccinated. As was apparent with Davante Adams.	0	6
At True Food Kitchen It’s not just a path, it’s a journey. You can expect a work environment that prioritizes and promotes inclusivity, acceptance, community, and, of equal importance, a good dose of fun. Apply today: https://t.co/woXAQ1zSyB #JoinUs #FindYourTrue	1	8
@AdamWoodward11 @kim_siever @jkenney As an Engineer &amp; Continuous Improvement Manager I’m all in for technical improvement, but this is for the benefit/profit of the company &amp; not for AB, especially when I get rid of 30k employees, get tax cuts, lowest Royalties, and COVID-benefits of $300 mill.	-1	4
Better questions:   Given current data what level of risk justifies immediate vaccine authorization for under 5s?   What’s the current level of risk?   What is forecast through the winter? https://t.co/oqtgOoA7Ed	0	1
@MichaelAlleson @JayJayBeeze @handmadekathy @sammy44231 @KStateTurk @ogilville1 @swedishchf @JonathanHannah @Tony__Heller @MelsyJ @richykirsh @deralteGaukler @mcfunny @sailor_man_dan @JessHan95074669 @J_EmpyreanGoals @provaxtexan @FraiseAdam @SultaneAlexand1 @AndrewLazarus4 @rpagano697 @satekor @kevinault @JimeeLiberty @tenebra99 @Sara4843 @janem1276 @doom37455413 @raouldukeerik @PaulDesmoParker @namagoy @Monstercoyliar @andylumm @_mamadeb @kath2cats @Kathmarval @Fannyi5 @TechARP @SkepticalMutant @runhack @CarvilleDean @ConsequentialBr @MichaelBuerger8 @WendyOrent @MsTrixter @DevoDalek @FactPhily @JamesLynchGTC @quintic @SoupTomatoSoup "Covid-19"  Er, no. Elites caused the crash. 100%. Covid had burned out by March 2020.	-1	4
@LowlyLyricist High dose vitamin c and vitamin d daily I havent gotten sick since doing this	1	5
@Bev_Allen @susannaspeaks5 @mhdksafa The greater the population of unvaxxed, the greater the potential for mutations of the virus.  The greater the number of mutations, the greater chance of a strain that the vaccine doesn’t protect against.	0	2
@timtron2020 Good for you, refuse to have the vaccine, it’s Darwinism in action.	1	1
It's too bad COVID hit after the census. This would be a Blue country if you did it now.	0	4
@lorenamm33 @zBearsz @bennyjohnson The only difference is you don’t need two polo vaccines in a month and then two boosters in less than a year.  This is not a vaccine!!!!! It is a shot!!!! You even only get one flu shot a year!!! Vaccines are given and then years later some have boosters!  This is not that!!!!!	-1	1
3 words America forgot that explain gun insanity, vaccine denial, student debt, and more | Will Bunch https://t.co/D3kT1ZwWX9 via @phillyinquirer	0	7
@Ussignur_ Articolo illuminante.. A number of Big Pharma companies have attempted to develop similar technologies, but abandoned them over fear that they produced prohibitively dangerous patient side effects. https://t.co/ixwxDbvjx1	0	6
there is simply too much profit, monetary &amp; political, to be had, what’s a few 100-thousand more corpses of people you’ll never know or meet *  * ok statistically some of them will probably be people you know, but they were going to die eventually anyway  https://t.co/7pr0Zda9q9 https://t.co/qTDGuSsxdK	0	4
@keloland Had Covid will never take the vaccination I personally know two people that have died because of the vaccination no way	-1	1
fill the streets and families can be seen going to the Misa de Gallo.  We tap into our culture and heritage through food, and that is why we always celebrate Noche Buena on the night before Christmas Day. I remember, before the pandemic, we always celebrated —  (2/8)	1	7
@InsaneGeek @fhcluk Think about it, U.S. &amp; Europe could be the first people that had COVID, so they're patient zero. No Chinese person experienced their illness back then, only them.	0	6
bts was rlly there for us during hard times of the pandemic and worked even harder…now that it’s slowly coming to an end, they can finally rest. I love them so much	1	7
@krushowy @TorontoStar Gaslighting for cons? Meanwhile kids infected with covid and no rapid tests in sight. Media is the problem.	-1	7
they deserve to rest big, worked  so so hard to keep us happy during quarantine 💜	1	7
@Rufonicon @StigAbell There needs to be balance and proper debate to bring to light all the facts on these serious matters. Are there as many journalists studying all the vaccine injury reports around the world as there are presenting individual cases in hospitals? We need all the facts, good and bad.	-1	1
covid booster in one arm flu shot in the other wish me luck besties	1	1
@Milagrin9 Everything seem fake news to you. Are the camps fake news ? Is what is happening in France,  Italy with vaccine passports also fake news ?	0	3
@MikeGibbonsOH Trump &amp; Republicans politicized life-saving vaccines and the wearing of masks. Almost everyone who dies of COVID now is unvaccinated.  So yes, it Trump's &amp; Republicans' fault. https://t.co/jzIQHcHn9d	-1	4
nobody else deserves this vacation like bts, like imagine carrying the whole music industry and DURING A 2 YEAR PANDEMIC TOO???	1	7
We treat the covid symptoms and not the variant. It doesnt matter what kind of bullshit variants you got.	-1	2
I wish I could go one day without hearing the words COVID or vaccine	-1	7
@dietcheese @madisonmbass @BretWeinstein the father of my children is a ICU nurse, not only working the hardest he has ever had to, witnessed pain caused by this virus for nearly 2 years, he also volunteered for the vaccine trials. The mention of "Nuremberg trials" makes me sick to my stomach...	-1	7
@rene_twilight Vaccination is indeed the key to avoid infection.	1	1
@CP24 This Christmas it’s Omicron, next Christmas another variant and the following Christmas still another of billions LOL. This virus is not dying, variants will come, esp as long as most poor countries have very low vaccination rate - 7% of Africa is vaccinated. Live your lives.	-1	2
.@politico Skips Fake News Basement Quarantine Stunt When Listing Chris Cuomo's Problems https://t.co/YX0roIuezX	0	8
was like when will skz come to malaysia but then i remember we still in pandemic and the border still closed	0	7
It's either this or a crack epidemic https://t.co/eQoSKQeoli	0	8
@CBCNews Criminalized? Lol ok now. Inconvenienced, yes, but seeing as it’s a pandemic, that happens.	0	7
BuT tHe VaCcInAtIoN mAkEs No DiFfErEnCe To SpReAd	1	1
@Lt_Morant I'll give her the benefit of the doubt and assume she means, but is badly communicating, that the more the virus mutates, the broader your immunity has to be to cover it.   So, uh, the exact opposite of what the vaccine gives you.	-1	1
Interesting, this was Gates’ original pitch to Fauci.  https://t.co/b26DXyRqqG	0	4
@RamousKodes But the pandemic hasn't achieved maximum entropy yet!	0	6
Gotta love the politics of ethnic displacement.   Funny how increasing labor force participation by people who suffered in the pandemic isn't even mentioned https://t.co/pYTwyGmB6P	0	4
Yep i was right i called it from the symptoms......antifreeze. Get more creative people. Again i should've gone into forensics like i wanted. Tip from older woman. Go with what you really want to do instead of playing it safe. Follow your passions, interests if you can	0	7
@IndivisibleLRCA It’s infuriating our state had all the businesses in mind when it came to CoVid. They had to protect Tyson and Walmart corp interests. I get economics matter. But the bare minimum done by Key and the Ed Dept to protect kids and the employees in schools.	-1	4
@hjelle_brian The OG scared me. Alpha scared me. Delta too. The algorithms are biased against Black people. Rich Black people got worse covid19 care than poor white people. I have not shared air since March 2020. —-What do you when only 10% of people in your state wear a mask?	-1	3
have a great rest/vacation, @BTS_twt 🥺💗 you gave and gave even during the height of the pandemic, you all deserve this period of tranquility and stress-free break. as always, army will be patiently waiting. 2022 is going to be another legendary year for sure! https://t.co/pydBTnvMOm	1	7
@ABInsecure @bostonsupremacy @RDeckard_2049 Thot Experiment#2 for @ABInsecure Say 5yrs from now u need an organ &amp; for whatever reason only an organ from an unvax'd person will save ur life,would u accept it? What if u were turned away because u chose to vax? What if donor stipulated that only unvax'd to be given the organ?	-1	1
@AmiThompson_h OMG...excuse me, I'm not good enhlish BUT where dose the cool character  com from??main character??? Wtf...so cool character!!!!!	0	8
Isn’t it funny how if a client gets ripped off by a worker, there’s this expected sympathy and push to accomodate their hesitancies but if a sex worker is assaulted by a client, there’s just complaints about stricter screening procedures?	0	8
@RBReich Dude, the government wholesale abandoned us during the worst pandemic in a hundred years.   We did our part. They abandoned us anyway.	-1	4
You should be proud of the people u know for turning down jobs they don't need that only make the bosses richer. But you're so vehemently anti-anti-vaxx that you're willing to look past the entire fundamentally flawed economy we're being subjected to and say "get a real job bum"	-1	4
Masked Chrissy Teigen and John Legend buy out entire row at NYC's vax only Radio City Music Hall Only Crazy DemoRats  https://t.co/rVpwO1bLeG	-1	4
‘Extreme’ Vaccine Discrimination Risks Leaving Africa Behind: Report https://t.co/MW5xBKycN8	0	1
belgium citizens have taken to the streets in brussels today to protest vaccine passes and government COVID tyranny  #strretscoop 📰  https://t.co/o53rXkwlpR	0	4
NEW: 7 additional COVID cases, including 1 probable Omicron variant case. identified on cruise ship coming to port in New Orleans on Sunday.   https://t.co/qmwBtpOacQ	0	6
The 57th annual Hoofer Ski and Snowboard Resale drew people looking to hit the slopes to UW-Madison this weekend. The annual tradition was cancelled last year because of the pandemic, but returned this year in full force. https://t.co/ZR1g22RVKP	0	7
@JenCarsonTaylor @surreydweller09 @BaronessBruck Who would want to pay extra taxes for royal drama? Get a life &amp; put some positive out b/c hate, gossip &amp; jealousy isn’t productive. People are dying of Covid &amp; you’ll worried about a black woman urine color🤦🏽‍♀️ We are all human no matter what color we are. #britshinventedgenocide	0	7
Police fire water cannons, tear gas as COVID-19 protest in Belgian capital turns violent | CBC News https://t.co/QdnS6AVIOD	0	4
@kiwiwayne1 Is it because the hospitals are full of Covid??🙄🙄🙄🙄🙄🙄🤢🤢🤢🤡🤡🤡	0	6
@SenRonJohnson You do know that most of those who died since the vaccine came out have been the unvaccinated. Before the vaccine came out people were dying because treatments were not working. The virus was not behaving the others did so treatments that worked suddenly didn’t.	1	1
@MMAFighting All they did was speed up their recovery time.  They were NOT using snake oil or anything. Anyone can do it. Wouldn't you want to get rid of the symptoms faster?  Anyone would.	0	5
@y00ngification @xiaotingflwr their field staff tested positive for covid	0	6
Fauci dumbfounded by GOP senator's false accusation - CNN https://t.co/fpIy3ZHsO2 via @GoogleNews	0	4
Like they checked your vax status when you went in and gave you a wristband, they were checking for the bands a lot. People we're walking around patrolling masks with extras available. There was way more room to walk around than usual. I felt safe enough, I guess. https://t.co/fyzzvXqefm	1	3
the fact that they worked non stop even when the pandemic happend, they truly deserve to rest after giving everyone so much comfort and joy during the hardest times of our lives :(	1	7
@engagedpractx Ah!  Would that mean less chance of long covid?	0	6
@NRx_Fur Slow book writing and COVID hysteria are totally separate issues from being an elitist authoritarian capitalist. That's what Moldbugman was complaining about	0	4
"When is a new covid variant good news? When you're a pharma shareholder, obviously," says @TimBierley @GlobalJusticeUK  https://t.co/5JTMnjr5WL via @commondreams	-1	4
@TierOnePoster @AlwaysThinkHow @DavMicRot If you can't force ppl to get vaxxed, there's truly nothing more they could do but go off	0	1
White Supremacists The Covid Look👀 https://t.co/ARGnpWSUYQ	0	4
Obese people are taking beds from other sick people, some of whom become sicker as a result. Not being lean during a pandemic is an act of selfishness hiding behind the facade of individual liberty.  See how ridiculous this game is? https://t.co/H7Ie13l2RW	0	5
Here are some possible symptoms, signs and conditions associated with #PancreaticCancer. https://t.co/IYbsc7NH3W	0	8
When we talk about "Europe" and education during the pandemic, it's important to remember that Europe is a big place and conditions in schools vary dramatically across the continent.   https://t.co/C5aqYFP4ef	0	4
@C_lyons13 @peterjamison3 @HMJC42 @BBCNewsNI If you died of a tonsil related causes then probably the tonsillectomy bro! Same thing couple months ago with my uncle, got ran over by a van and died but they put it down as covid! Pretty sure the 700lb metallic killing machine that is the LandRover killed him on impact! Nt C19	0	6
pray hard for Korean travel visa. Well we dont need it before covid but no one knows so hopefully it wont be that hard to get	0	7
@Shadowdancesaga @therecount Are you serious? The border is something that protects US citizens from foreign diseases. You can’t even fly into our airports with certain fruits, for a reason. So a wide open border allows rampant spread of Covid and rare disease.	1	3
@GunnelsWarren @LolaMotz obscene?  Moderna was $19 feb/2020. now 300+, on a leaky vaccine.  'They monetized the flu to deflect bond markets losses.' discuss. No liability provides cover to pharma, and politicians cover them. Both plausible deniability. Perfect crime. https://t.co/3fGOpsXlcX	-1	4
Frat flu for two months, then covid, and now tonsillitis 🥰	0	7
@Humdudgeon @bignickm @Femi_Sorry It seems you're obsessed with Femi's OP. To be clear, Nick wrote: "guns are more deadly than Covid"; all I was seeking was some evidence regards that hypothesis.	0	4
Covid Updates: F.D.A. Authorizes Eli Lilly Antibody Treatment for Youngest Covid Patients https://t.co/CQpiouzGYW	0	3
@The_Earl_of_Ram Assuming some of the anti-vax pastors who are passing away from Covid are stashing cash, it is time to bid on the off the book storage units they have. The trick is sussing out which ones they might use. Pro tip, find out their movements after the Olsteen wall safe opened.	0	7
Manchin to vote to nix Biden's vaccine mandate for larger businesses https://t.co/xHhno3zxe4	0	4
Tell me why Canadians need a covid passport again ?  https://t.co/8ez9gDL2rA	-1	3
she did this in a pandemic... https://t.co/6lDddxMksI	0	7
Got them girls coming through the crowd. Covid still here https://t.co/V9OulaojGw	0	6
@brandi_love What dose your tattoo say?	0	8
@KellyPe27341309 @CBuetow @RepMaryFranson So I’m still 2.3 times at risk even if I get the vaccine. It’s all a guessing game and it is a fact it’s a guess.	-1	1
@WayneBrady So many COVID outbreaks all over with this Optimus Prime Variant. Be safe out there. 😷	-1	2
Daily US Covid Deaths by County For TN   2021-12-03:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/G48QCXOICD	0	6
@JasminGar2005 @Red75271347 I'm 50 years old in Vietnam, have had Covid before, don't be too scared.  Your father will recover in a week	0	5
@CBCPolitics It's the time to end the Vaccine Mandatory, it's the time to make our society normal!	-1	3
Ralphie's 'Blue' is screening Culver City FF  Cinemark Howard Hughes promenade on Wed 12/8 6pm in a block w several other award winning shorts! #shortfilms #filmfestival   https://t.co/4kJF5XVdvl  https://t.co/FuA75g2dHs  https://t.co/bVnuB6InXc # # # https://t.co/fHAH4UwzUY	0	8
@taehyungsaidOT7 Just simply they are sending them back in split up groups in case one catches covid on the plane so they don't all have the risk of catching it	0	3
@VRValicento @kishineff @POTUS Please link the information on how the vaccine works against Omicron.	0	2
86 new cases of #OmicronVariant have been reported in the UK in 24 hours, taking the total to 246  #omicronuk #COVID19	0	2
‘Vaccines don’t make you free’: Thousands protest COVID-19 measures in Brussels https://t.co/Jm90prCggX	0	1
@pharnzwurth @IpseDixitCicero I only have two, so still only 4G. MrsD and I are now thrice vaxxed so there is plenty of power.	0	1
I think if it weren’t for covid I would be way better than I am. I’m not saying because I haven’t played the game in forever but ever since april i’ve been so depressed and I’ve barely wanted to leave my room let alone go to a tournament	-1	7
Aowa fam lol. How you know? Because a baby starts immunization from 6 weeks? https://t.co/X0o2PzpdMQ	0	5
@MongoTheGeek We’ve already completed the religion screening though.	0	8
sorry but if 96 year old concentration camp secretary can be prosecuted for mass murder, then the store clerk who insists on checking your vaccination status is fair game too	-1	3
@uapdad586 Yep..clown world. Good thing I create my own reality. My world is filled with weird shit that puts the covid narrative to shame.	0	8
@_uncomfytruths @mvoss43 @DonaldJTrumpJr @joerogan It's not the vaccines causing myocarditis....it's covid.  🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣	0	5
@Timcast @OzraeliAvi It's not a vaccine. It's a shot that genetically modifies it's host.	-1	1
@DrVivianS @fordnation @celliottability Honestly, he's not so much on vacation as he is in full-blown 'deny there is an ongoing pandemic because it cramps his campaign style' mode. Which is worse.	0	4
Omicron NSW Covid Australia: State reports 25 variant cases in total https://t.co/9R7gd0xVrJ	0	2
I don't understand the  animosity between the pro/anti mask or vaccine brigades. It is a personal choice, surely? For the record, I have had both + booster and feel better for doing so. I wear a mask outside my home. Am I right? Dunno. Are antis? Dunno either. But it is my choice	0	7
@LisbetBiden You see this, the gov is allowing grocery stores to ban unv@xx’d people in N.B.: https://t.co/93wuNUiCpo	-1	3
Just had an old vaxxed man tell me he’s okay with me dying as a result of natural selection for having not gotten the vax &amp; I just looked him dead in the eyes &amp; told him “&amp; I feel the same exact way about you” 🦂	-1	1
Be careful out there. Get your vax (incl booster) and stay masked indoors in public settings. These are simple steps to help control the spread of #Omicron https://t.co/4sDOJZGV61	1	1
@DirtyDan613 @thebradyeighth @FanMahome @BleacherReport @brgridiron Like considering the below average roster Bill had last year, with an underperforming Cam and being decimated by Covid, to still go 7-9, I'd lie to see any coach do any better than what Bill did. I don't think you can say the past two seasons detracts from Bill or Toms greatness	1	7
No but they’ve been working nonstop since the pandemic started I’m so happy they get to hold off on activities and just breathe for a little while	1	7
@stringerbell99 @CherylWideman @Crosby_Nation @basia_porter You left out an important part: People who have previously recovered from COVID-19 have a stronger immune response AFTER BEING VACCINATED than those who have never been infected.	0	1
bts always work so hard, and they didn't even pause during a pandemic. i loveeee the fact that they're getting a vacation, i hope they have a great time with their families 🥺	1	7
https://t.co/AyU8uJsGsi  What do you think will happen when everyone has to pay for Covid tests?  The number of Covid incidences reported will suddenly decrease but more people will get Covid as no-one will be isolating anymore  What do you think will be the consequences of this?	0	3
@TheSquad #AOC #IlhanOmar @CoriBush Tomming to da highest... "He was there below me, and, upon my word, to look at him was as edifying as seeing a dog in a parody of breeches and a feather hat, walking on his hind legs.”-Joseph Conrad #Democrats #Republicans #Biden #COVID19	0	4
#BlackLivesMatter #NickiMinaj #MAGA #2A #Alberta #Ontario #covid19 #corruption Wakey #science #Australia #India #Ghana #Arizona #Israel #murder #children #Notaboutavirus #omicron  #NewBrunswick #Canada Gave green light to businesses to decide if you live. NOT A REAL CHOICE: FORCE https://t.co/vz0YiTH7Pw	-1	4
What a mess of social distancing at IGI airport today morning! https://t.co/1hbJ2eXeN9	1	3
@stxylo Ppl keyboard cowboying about mask enforcement should step into our world and see how it’s not the walking dead. Vax up live your life my Motto	1	3
The United States Embassy says it stands ready to support different sectors as Fiji recovers from the economic impacts of the COVID-19. https://t.co/5iBq2aA1iA #FBCNews #FijiNews #Fiji https://t.co/EYUI7cz78Z	0	4
I studied at Devry. Stupid. I am the first to tell you, I have been monitoring family with covid, this will turn out over their symptoms, a yearly flew. I have cattle to raise. Fuck your self.  It will mutant after killing millions. Make china pay!	-1	5
@BartStewart1 @hjelle_brian It takes 3-4 months for an adapted vaccine. Pfizer &amp; Moderna already started working on that.   Rollout/availability will be an issue given the pressure. The claws will come out when the bidding begins.   The EU will make sure to punish Boris Johnson for his trickery last time.	1	4
@pissedoffthomas @ZipppyZZZ @DMRegister @KimReynoldsIA @IAGovernor To start she could have refrained from banning school districts from implementing mask mandates. Or perhaps she could stop fighting vaccine mandates for government and healthcare workers. Or perhaps she could do more to encourage masking and vaccination.	1	3
@Filly410 @justapilotgeek @Roman_Baber @fordnation You don’t seem to have done any research on how actual doctors offices or clinics work, of course they would’ve seen your sick kids, with appropriate precautions. It’s sad how often ignorance drives anger. Imagine covid cases running through a cancer screening testing center!	1	5
@GeorgeHWBush19 @Patriotflower @steriana @POTUS Yes it is   Even republicans are distancing themselves .. and trump proceeds to call them RINOS  … even Mitch ffs 😂😂😂😂	1	4
@Marc_McLovin aLL u dO I twEEt abOuT cOviD! - Byron, 25, Hoboken, NJ	0	7
right cuz i'd sometimes forget about that they rly deserve to be with their filies they've worked sm for the past 8 years and ESPECIALLY during the pandemic https://t.co/IEhNaljXGA	0	7
@PGator93 Well I think this is what eventually ended the flu pandemic	0	6
666 Disney Comms to the Elite thru MUGS to support the Coronavirus narrative  SirenBucks ~ Sound SIREN of fear to bring in big BUCKS!  CORONiAn ~ Enter brain corona ~ pysop ~ make sheep scared of cold  Skellington ~ Skeletons w/ vax Solution ~ Depopulation https://t.co/Hl7A6n8sVc https://t.co/m1VZfgyaEj https://t.co/q55A9xqS8V	-1	7
@POTUS And masking, social distancing, reduced gathering and travel, quarantines when necessary, and some aid to people who need help surviving while doing all of that. But no, we are a selfish and stupid people in America, and our leaders are worthless.	0	3
@ruphrect @ljayes @jamesmassola @4mambo Do explain how it was a 'needed' restriction to prevent people from entering WA to say goodbye to a dying relative even if they were vaccinated, prepared to quarantine and pay for everything themselves? I'll wait...	0	3
When $tar says she in happy hour after him gave her ah dose of sex #Lol here cums #LBC thynk it’z Coke lol 😂  #music weed iz lyfe &amp;  most others (Whine &amp; Sing by $tarriz£) Taking On the happy hour riddim in style Dub #Ukgrime reggae https://t.co/uQehHV8CMy via @YouTube📡🌏🔊💫🤥	0	8
#BritneySpears have you been vaxxed? Cuz with this current situation I keep feeling like the government can squish me like a bug whenever they want. Like a f#@king Crush Video. 🐰🐰🐇🐇🐇🐰🐰🐰🐰	0	7
Fake resistance in Canada against Covid-9/11 psyop, glorifying establishment Cold War propaganda about communism/socialism &amp; Soviet bloc. Taking its name &amp; logo from Western orchestrated trade union bowel movement in 1980s Poland.  https://t.co/jdGQ0jjeod https://t.co/AqqDeiZtNu	-1	4
my dad is being stupid rn he’s pushing his anti-vaxx shit to his band’s fans 😭😭😭	1	1
THIS MAN in the spaces SAID GEORGE FLOYD HAD THE CURE FOR COVID THATS WHY THEY KILLED HIM ???? … hoteps r so-	0	4
@mtgreenee MTG SHOULD BE SUED TO KINGDOM COME BY ANYONES FAMILY MEMBERS THAT LISTENED TO HER AND DIED. Pro-Trump counties now have far higher COVID death rates. Misinformation is to blame https://t.co/ydQRIKwvMq	1	3
I’m convinced they think covid and all other viruses plus all your personal space ceases to exist the second you step foot in a comedy club.	1	6
I have yet to see any unvacced group of people get Covid…seen hundreds of faces geoups get it and spread it like wild fire	0	6
@msliper @TheRightMelissa UGH....I think you got it the other way round.  Vaxxers know the vaccine is not a vaccine and now they will not admit their mistake.  You can still join the anti vaxxers to save your privacy, your assets, your job and never become reliant on the state. Just be honest.	-1	1
Omicron COVID-19 cases rise by over 50% across UK in just one day | World News https://t.co/VcN3Jk6M7W	0	6
@FDSportsbook Minnesota. But I am only mad at myself for putting money on both COVID cousins and Zimmer	0	6
Say yes to the MMR vaccine! If you’re not sure if you had an MMR vaccine as a child, ask your caregivers, check your Well Child Tamariki Ora book, or ask your doctor. If you’re still no wiser, it’s safe to have it anyway. Keep everyone safe and vaccinate. https://t.co/oDgUey9WPV https://t.co/SuqOzVN1WW	1	1
@JoeBiden So the #Omicron #travelban was essentially useless, time to rescind. No need to punish  #SouthAfrican #SouthernAfrica  over being honest about #COVID19 #pandemic	0	3
It’s so crazy that we could’ve got rid of Covid last year if ppl would have just followed basic rules 😵‍💫😵‍💫😵‍💫 but no … here we are	1	6
@lisaquestions @chaoticgaythey It's okay for now. My care team has enough sense to prescribe me Adderall XR, which is clearly helping me with my ADHD symptoms (plus it got rid of my insomnia). I just worry about what happens if I ever have to change prescribers.	0	8
@CanadianDivaDi @ChangeMyMindPlz I don't believe we have become numb to the violence. It's so very frustrating to know that 1/2 of the Senate won't vote for gun reform. Won't even talk about it. It makes me sick that Republicans have no regard for human life (good example - Covid).	1	4
DETERMINED TO CLOSE THIS POS REHABILITATION CENTER DOWN AND CALL THE STATE ON TUESDAY REGARDING MY COVID TEST RESULTS BACK TOMORROW.   YOU SIMPLY DO NOT FUCK WITH AN IRISH WOMAN AT ALL ..  KARMA IS A BITCH AND SO AM I REGARDING MY HEALTH !!!	0	7
And Nigerians also carrying fake vaccine card and fake test along.  Why are we doing this to ourselves?	1	7
@allydrws_ I'm not sure?? I thought quarantine was 14 days??	0	3
@AdelineLeng @UN @WHO I'm specified skilled worker, been applied coe since 2020, can't entry Japan till now, please tell your government to let me in if they really need us, been fully vaccinated and willing to quarantine  My life been so damaged from #japantravelban so please help me	1	3
This is the truest statement on Covid I have read in a long time. If only we could turn back time. Looking at Covid through a new lens. https://t.co/AkYIwDubZA	0	6
New Shoes for foster children. Huh?? Real World, Vending Actual Solutions... Buy a Community a portable Vaccine carrier, mobile Crypto can wait? @IOHK_Charles @YoroiWallet Transactional??? #cryptocurrency @cspan @NPR #ADAChain #Cardano https://t.co/j8J6CQnJlh	0	7
BIG SURPRISE… Counties That Voted Trump Have Much Higher Covid Death Rates, Analysis Finds https://t.co/EYWr1ssQrU via @RollingStone	0	6
Vaccine holdouts in Navy, Marines hit 19,000 as deadline passes to comply with mandate https://t.co/AQBWirkL7i via @YahooNews	0	6
@Artski @NotcommieCapt From the news reports, the vaccine does almost nothing. It might be true that it will prevent the most serious of outcomes, but @BidenDisaster numbers show that is even an iffy thing.	-1	1
@SheanaOchoa @ChrisDisability The thing that makes treating sleep disorders tricky is that we diagnose them by signs and symptoms but there are a lot of different things that can happen at a molecular level to cause the signs and symptoms, which may make different treatments much more or less effective.	0	8
@IainMulady @thisisnothappen @Cyclowarrior @danielmalmer @Awithonelison A trusted vaccine.    We don't even know if it will work on these recent variants.   In any case,  we should be given the choice and not mandated to take it.  Mandating  this vaccine has made me more hesitant than anything.  I'd like to see it under an electron microscope.	-1	1
White House is way behind their base on the issue of pandemic response. Time to replace Zients with public health expertise. @WHCOS @WHCOVIDResponse https://t.co/tnH6FqkSzm	1	3
